ss,Unnamed1,name,price,images,rating,product_description,number_of_reviews,name_clean,category_clean
23,124,"Amazon Basics 2 Pound Non-Stick Bread Making Machine, Black",$61.49,"['https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61x2IQaB3zL._AC_SY355_.jpg']",4.3 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Bread Machines,"2,205 global ratings","['black', 'make', 'nonstick', 'basic', 'pound', 'machin', 'bread', 'amazon']","['applianc', 'kitchen', 'home', 'dine', 'machin', 'small', 'bread']"
24,126,"2 Packs W10350375 UPGRADED Dishwasher Replacement Top Rack for kenmore whirlpool Dishwasher Parts, Replace W10712395 AP5957560, Dishwasher Upper Rack Parts Fit for WDT730PAHZ0 WDTA50SAHZ0 WDT970SAHZ0",$17.26,"['https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61t0TZwgDFL._AC_SX679_.jpg']",4.1 out of 5,Appliances › Parts & Accessories › Dishwasher Parts & Accessories › Baskets,"1,040 global ratings","['pack', 'rack', 'kenmor', 'dishwash', 'replac', 'whirlpool', 'part', 'fit', 'upper', 'upgrad', 'top']","['applianc', 'basket', 'dishwash', 'accessori', 'part']"
25,129,AIRx ALLERGY 20x20x1 MERV 11 Pleated Air Filter - Made in the USA - Box of 6,$55.13,"['https://m.media-amazon.com/images/I/511xAWijEOL._AC_SX425_PIbundle-6,TopRight,0,0_SH20_.jpg', 'https://m.media-amazon.com/images/I/511xAWijEOL._AC_SY355_PIbundle-6,TopRight,0,0_SH20_.jpg', 'https://m.media-amazon.com/images/I/511xAWijEOL._AC_SY450_PIbundle-6,TopRight,0,0_SH20_.jpg', 'https://m.media-amazon.com/images/I/511xAWijEOL._AC_PIbundle-6,TopRight,0,0_SH20_.jpg', 'https://m.media-amazon.com/images/I/511xAWijEOL._AC_SX466_PIbundle-6,TopRight,0,0_SH20_.jpg']",4.7 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Parts & Accessories › Air Conditioner Parts & Accessories › Filters","27,274 global ratings","['filter', 'made', 'box', 'allergi', 'pleat', 'usa', 'merv', 'airx', 'air']","['qualiti', 'condition', 'filter', 'kitchen', 'part', 'heat', 'home', 'accessori', 'cool', 'air']"
26,141,Bissell Attachment 27F6 35K3 73H5 94Y2 Liftoff Cleaner Hose,,"['https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71HV49B1UlL._AC_SX522_.jpg']",4.7 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Hoses,"1,277 global ratings","['hose', 'bissel', 'attach', 'liftoff', 'cleaner']","['vacuum', 'care', 'hose', 'floor', 'kitchen', 'home', 'accessori', 'part']"
27,142,"Personal Blender for Shakes and Smoothies 350 Watts, Professional Kitchen Blender Set with Blending & Grinding Blades, Portable Coffee Grinder with 10oz + 24oz Travel Bottles and Lids, 2 Speeds with Pulse Function Juice Blender AMATEYS",$32.99,"['https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/6121-cwbDzL._AC_SY450_.jpg']",4.3 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Blenders › Countertop Blenders,136 global ratings,"['coffe', 'function', 'blend', 'grind', 'blender', 'amatey', 'puls', 'shake', 'smoothi', 'kitchen', 'blade', 'bottl', 'person', 'watt', 'lid', 'travel', 'grinder', 'set', 'portabl', 'juic', 'profession', 'speed']","['applianc', 'blender', 'countertop', 'kitchen', 'home', 'dine', 'small']"
28,157,VEVA 9000 Premium HEPA Replacement Filter 2 Pack Including 4 Carbon Pre Filters Compatible with VEVA ProHEPA 9000 Air Purifier,$49.99,"['https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/813mlAaeBkL._AC_SX385_.jpg']",4.6 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Parts & Accessories › Air Purifier Parts & Accessories",377 global ratings,"['pack', 'compat', 'pre', 'carbon', 'hepa', 'premium', 'replac', 'veva', 'prohepa', 'purifi', 'filter', 'air', 'includ']","['qualiti', 'kitchen', 'part', 'heat', 'home', 'accessori', 'cool', 'purifi', 'air']"
29,158,54mm Dosing Funnel for Breville Barista Portafilters,$13.98,"['https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/81WvfRkgBRL._AC_SX466_.jpg']",4.7 out of 5,Kitchen & Dining › Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Espresso Machine Accessories › Tampers,598 global ratings,"['funnel', 'dose', 'barista', 'brevil', 'portafilt']","['applianc', 'tamper', 'small', 'kitchen', 'espresso', 'dine', 'coffe', 'accessori', 'part', 'machin']"
30,161,ＷF3СΒ water Ｆilter 9 Inch Water Ｆilter Replacement Compatible for РurеSоurcе 3 French Door Water Ｆilter 2PACK,$39.99,"['https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SY450_.jpg']",4.2 out of 5,Appliances › Parts & Accessories › Refrigerator Parts & Accessories › Water Filters,5 global ratings,"['compat', 'inch', 'water', 'рurеsоurcе', 'replac', 'french', 'ｆilter', 'door']","['applianc', 'water', 'refriger', 'accessori', 'part', 'filter']"
31,164,"Mini Bag Sealer, Portable Heat Vacuum Sealers Plastic Sealer, Chip Bag Sealer, Handheld Heat Sealer, 2 in 1 Heat Seal and Cutter Mini Food Sealer For Plastic Bags Mini Portable Sealer, Bag Sealer (white-gray)",$11.99,"['https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51nUNQDR5TL._AC_SX522_.jpg']",4.8 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Specialty Appliances › Vacuum Sealers,450 global ratings,"['vacuum', 'chip', 'bag', 'cutter', 'portabl', 'mini', 'whitegray', 'food', 'handheld', 'heat', 'sealer', 'seal', 'plastic']","['applianc', 'vacuum', 'kitchen', 'home', 'dine', 'specialti', 'small', 'sealer']"
32,176,"Mueller Ultra Brew Thermal Coffee Maker, 8 cup (34oz) Carafe, Keep Warm, Auto Shut-Off, LCD Display Coffee Machine, Programmable, Delay Brew Function, Stainless Steel",$49.99,"['https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71FJz-skqEL._AC_SX679_.jpg']",4 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Coffee Makers › Coffee Machines","1,415 global ratings","['steel', 'display', 'programm', 'coffe', 'function', 'auto', 'delay', 'shutoff', 'ultra', 'warm', 'lcd', 'thermal', 'mueller', 'keep', 'cup', 'caraf', 'maker', 'brew', 'machin', 'stainless']","['tea', 'maker', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'machin']"
33,184,BIHARNT 2 Pack Replacement Steaming Mop Pads for Shark Lift-Away & Genius Steam Mop S3973 S3973D S5001 S5002 S5003 S5003D S6001 S6002 S6003 Part # XTP184 & P184WQ,$13.99,"['https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81cR3eJsckL._AC_SX522_.jpg']",4.8 out of 5,"Home & Kitchen › Vacuums & Floor Care › Steam Cleaners, Steam Mops & Accessories › Steam Cleaner & Steam Mop Accessories","2,054 global ratings","['pack', 'pad', 'mop', 'replac', 'shark', 'liftaway', 'geniu', 'part', 'biharnt', 'steam']","['vacuum', 'care', 'floor', 'mop', 'kitchen', 'home', 'accessori', 'steam', 'cleaner']"
34,185,GOLDTONE Brand Reusable 8-12 Cup Basket Coffee Filter fits Cuisinart Coffee Makers and Brewers. Replaces your GTF-B Cuisinart Reusable Basket Coffee Filter - BPA Free (1),$7.89,"['https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71QnULAO1aS._AC_SY450_.jpg']",4.6 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,"1,328 global ratings","['bpa', 'cuisinart', 'reusabl', 'goldton', 'basket', 'maker', 'replac', 'cup', 'coffe', 'brewer', 'fit', 'free', 'gtfb', 'filter', 'brand']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
35,187,"Vacmaster Professional - Professional Wet/Dry Vac, 16 Gallon, Beast Series, 6.5 HP 2-1/2"" Hose (VJH1612PF0201), Black",,"['https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71QGrgMFzfL._AC_SX679_.jpg']",4.6 out of 5,Industrial & Scientific › Janitorial & Sanitation Supplies › Vacuums & Floor Cleaning Machines › Vacuums › Wet-Dry Vacuums,878 global ratings,"['vacmast', 'beast', 'seri', 'gallon', 'hose', 'black', 'vac', 'hp', 'wetdri', 'profession']","['janitori', 'vacuum', 'industri', 'suppli', 'floor', 'scientif', 'machin', 'wetdri', 'sanit', 'clean']"
36,197,"Misting Stroller Fan, Clip On Fan for Baby Portable Fan Rechargeable Handheld Personal USB Misting Fan with Flexible Tripod, 50ml Water Tank, 270° & 360° Pivoting for Car Seat treadmill Bike Crib",$26.99,"['https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71kU3ZIMaoL._AC_SX679_.jpg']",4.7 out of 5,Electronics › Computers & Accessories › Computer Accessories & Peripherals › USB Gadgets › USB Fans,18 global ratings,"['treadmil', 'fan', 'tank', 'pivot', 'bike', 'recharg', 'stroller', 'person', 'babi', 'tripod', 'water', 'usb', 'handheld', 'seat', 'clip', 'car', 'crib', 'portabl', 'flexibl', 'mist']","['fan', 'gadget', 'usb', 'electron', 'peripher', 'comput', 'accessori']"
37,198,"Senville LETO Series Mini Split Air Conditioner Heat Pump, 18000 BTU 208/230V, White",,"['https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/81Un4bmtzML._AC_SX679_.jpg']",4.7 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Air Conditioners › Split-System","3,188 global ratings","['seri', 'condition', 'split', 'white', 'mini', 'btu', 'senvil', 'heat', 'leto', 'air', 'pump']","['qualiti', 'condition', 'splitsystem', 'kitchen', 'heat', 'home', 'cool', 'air']"
38,199,"17810 Replacement Filter For Craftsman General Purpose Vacuum Filter, 3 To 4 Gallons, 9-17810 1 Pack",$13.99,"['https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/516P6wSXhYL._AC_SX679_.jpg']",4.7 out of 5,Tools & Home Improvement › Power & Hand Tools › Power Tool Parts & Accessories › Vacuum & Dust Collector Accessories › Filters,608 global ratings,"['vacuum', 'pack', 'gallon', 'replac', 'gener', 'purpos', 'filter', 'craftsman']","['vacuum', 'hand', 'tool', 'dust', 'part', 'home', 'accessori', 'improv', 'collector', 'power', 'filter']"
39,200,"Home-X - Microwave Rice Cooker, 10 Cup Cooker is BPA Free, Easy-To-Use, Low Mess and Steams Rice to Perfection Every Time",$12.99,"['https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51J6v4pWXKL._AC_SX466_.jpg']",4.3 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Rice Cookers,"1,221 global ratings","['bpa', 'mess', 'easytous', 'time', 'everi', 'low', 'rice', 'microwav', 'cooker', 'cup', 'steam', 'perfect', 'free', 'homex']","['applianc', 'kitchen', 'rice', 'home', 'dine', 'cooker', 'small']"
40,207,Replacement Part Accessories Compatible for Shark IQ R101AE RV1001AE UR1100SRUS AV1002AE AV1010AE RV100AE Side/Sweep Brush Filter Main/Roller Brush Cover Shell Self-Clean Base Filter,$25.99,"['https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/71qcdXHw3PL._AC_SX522_.jpg']",4.3 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Attachments & Brushes › Brushes,73 global ratings,"['compat', 'shell', 'sidesweep', 'iq', 'brush', 'replac', 'shark', 'selfclean', 'base', 'accessori', 'part', 'mainrol', 'cover', 'filter']","['vacuum', 'care', 'floor', 'brush', 'kitchen', 'home', 'accessori', 'part', 'attach']"
41,208,"Espresso Coffee Stirrer, MATOW Stainless Steel Mini Whisk for Espresso Stirring Distribution – Professional Coffee Powder Stirring Tool",$15.99,"['https://m.media-amazon.com/images/I/619QjO5wERL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/619QjO5wERL._AC_SX522_.jpg']",4.4 out of 5,Kitchen & Dining › Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Espresso Machine Accessories › Tampers,398 global ratings,"['steel', 'mini', 'stirrer', 'distribut', 'tool', 'stir', 'matow', 'espresso', 'powder', 'coffe', 'profession', 'whisk', 'stainless']","['applianc', 'tamper', 'small', 'kitchen', 'espresso', 'dine', 'coffe', 'accessori', 'part', 'machin']"
42,209,Jetec 4 Pack Control Knobs with 12 Adapters Universal Design for Oven/ Stove/ Range,$11.99,"['https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61EspwLvfrL._AC_SY450_.jpg']",3.5 out of 5,Appliances › Parts & Accessories › Range Parts & Accessories › Knobs,668 global ratings,"['pack', 'knob', 'adapt', 'design', 'rang', 'stove', 'oven', 'jetec', 'control', 'univers']","['applianc', 'knob', 'rang', 'accessori', 'part']"
43,213,"Replacement Steam Mop Scent Disc Fragrance Scented Pads 4 Different Fragrance Discs Compatible with Bissell Powerfresh and Symphony Series Fits Model 1940, 1806, 1132 (Fresh Fragrances,24 Pieces)",$12.99,"['https://m.media-amazon.com/images/I/61N057ptnuL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61N057ptnuL._AC_SY450_.jpg']",4.3 out of 5,Home & Kitchen › Vacuums & Floor Care › Carpet & Upholstery Cleaners & Accessories › Carpet Cleaning Machine Accessories,"1,050 global ratings","['scent', 'pad', 'differ', 'compat', 'bissel', 'powerfresh', 'seri', 'mop', 'symphoni', 'replac', 'piec', 'fragranc', 'fresh', 'disc', 'fit', 'steam', 'model']","['vacuum', 'care', 'floor', 'upholsteri', 'kitchen', 'clean', 'home', 'machin', 'accessori', 'cleaner', 'carpet']"
44,216,"Britech Cordless Lightweight Stick Vacuum Cleaner, 250W Motor for Powerful Suction 30min Runtime, LED Display Screen & Headlights, Great for Carpet Cleaner, Hardwood Floor & Pet Hair (Grey)",$129.99,"['https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71zyj39X5EL._AC_SX569_.jpg']",3.9 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuums › Stick Vacuums & Electric Brooms,85 global ratings,"['vacuum', 'display', 'cordless', 'motor', 'headlight', 'hardwood', 'grey', 'hair', 'stick', 'cleaner', 'carpet', 'britech', 'pet', 'runtim', 'floor', 'great', 'suction', 'power', 'screen', 'lightweight', 'led']","['vacuum', 'care', 'floor', 'broom', 'kitchen', 'home', 'electr', 'stick']"
45,223,2 Pack Mixers Bowl Covers for KitchenAid 4.5-5 Quart Tilt-Head Stand Mixers Bowl Covers Lid,$18.99,"['https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51vzGllz8uL._AC_SX466_.jpg']",4.4 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories › Mixer Parts & Accessories,340 global ratings,"['lid', 'pack', 'quart', 'tilthead', 'kitchenaid', 'mixer', 'bowl', 'stand', 'cover']","['applianc', 'kitchen', 'part', 'home', 'dine', 'accessori', 'small', 'mixer']"
46,226,Pull Chain Switch Zing Ear ZE-109 Ceiling Fan Switch Ceiling Fan Light Lamp Replacement 2 Pack Nickel,$6.99,"['https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61SABQ5rAHL._AC_SX425_.jpg']",4.7 out of 5,Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Fans & Accessories › Accessories › Pull Chains,"1,930 global ratings","['pull', 'ear', 'fan', 'pack', 'lamp', 'replac', 'chain', 'switch', 'zing', 'ceil', 'light', 'nickel']","['pull', 'fan', 'tool', 'improv', 'chain', 'home', 'accessori', 'ceil', 'light']"
47,233,V10 Battery Replacement 25.2V 4000mAh V10 Battery for Dyson V10 Animal V10 Absolute V10 Motorhead V10 Fluffy V10 Total Clean Cordless Stick Vacuum Cleaner Li-ion Battery Dyson V10 Battery with Filter,,"['https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61c5ihLUMxL._AC_SY355_.jpg']",4.3 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Central Vacuum Installation Parts,573 global ratings,"['dyson', 'vacuum', 'cordless', 'total', 'cleaner', 'anim', 'replac', 'liion', 'fluffi', 'absolut', 'batteri', 'stick', 'filter', 'motorhead', 'clean']","['vacuum', 'care', 'instal', 'floor', 'central', 'kitchen', 'home', 'accessori', 'part']"
